time,q0,q1,q2,q3,q4,q5,q6,fx,fy,fz,tx,ty,tz
2.074507713317871,-0.761695,0.319908,0.202871,-0.457147,0.537266,0.535710,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0846569538116455,-0.765563,0.321134,0.203767,-0.459404,0.539953,0.538391,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0948805809020996,-0.768468,0.322053,0.204443,-0.461110,0.541983,0.540419,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.1047890186309814,-0.772324,0.323274,0.205335,-0.463357,0.544661,0.543090,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.1147236824035645,-0.776155,0.324487,0.206222,-0.465588,0.547320,0.545743,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.124973773956299,-0.779015,0.325391,0.206885,-0.467256,0.549307,0.547726,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.135000228881836,-0.782821,0.326594,0.207766,-0.469478,0.551954,0.550368,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.145195484161377,-0.786606,0.327791,0.208642,-0.471684,0.554584,0.552991,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.1552767753601074,-0.790375,0.328981,0.209514,-0.473881,0.557203,0.555605,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.1651737689971924,-0.794127,0.330166,0.210382,-0.476069,0.559811,0.558208,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.1753897666931152,-0.796931,0.331050,0.211031,-0.477705,0.561762,0.560155,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.185488224029541,-0.801593,0.332521,0.212107,-0.480422,0.565001,0.563387,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
